Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Question Key,Response
1,1551712792334,04/03/2019 15:19:52,1551712792199,-5,04/03/2019 10:19:52,6235,14,questionnaire-wbpo,,2260167,BLIND,616264,Food,complete,,5c7d3f33e4ab860001c96220,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 72.0.3626.119,1440x900,1440x741,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551712830120,04/03/2019 15:20:30,1551712830046,-5,04/03/2019 10:20:30,6235,14,questionnaire-wbpo,,2260167,BLIND,616264,Food,complete,,5c7d3f33e4ab860001c96220,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 72.0.3626.119,1440x900,1440x741,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,37847
1,1551712949862,04/03/2019 15:22:29,1551712949413,0,04/03/2019 15:22:29,6235,14,questionnaire-wbpo,,2260203,BLIND,616275,Food,complete,,5c7d40078fbcb100016b848a,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.67,1920x1080,1920x969,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551712951364,04/03/2019 15:22:31,1551712951261,0,04/03/2019 15:22:31,6235,14,questionnaire-wbpo,,2260203,BLIND,616275,Food,complete,,5c7d40078fbcb100016b848a,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.67,1920x1080,1920x969,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,1848
1,1551712978200,04/03/2019 15:22:58,1551712979825,0,04/03/2019 15:22:59,6235,14,questionnaire-wbpo,,2260213,BLIND,616280,Food,complete,,5c7d400a4660bf0012c72f83,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1024x768,1024x657,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713005922,04/03/2019 15:23:25,1551713007657,0,04/03/2019 15:23:27,6235,14,questionnaire-wbpo,,2260213,BLIND,616280,Food,complete,,5c7d400a4660bf0012c72f83,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1024x768,1024x657,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,27833
1,1551712999051,04/03/2019 15:23:19,1551712999609,0,04/03/2019 15:23:19,6235,14,questionnaire-wbpo,,2260219,BLIND,616262,Food,complete,,5c7d3f21419dcc0016119bb6,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x609,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713025016,04/03/2019 15:23:45,1551713025688,0,04/03/2019 15:23:45,6235,14,questionnaire-wbpo,,2260219,BLIND,616262,Food,complete,,5c7d3f21419dcc0016119bb6,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x609,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,26079
1,1551713029754,04/03/2019 15:23:49,1551712988118,0,04/03/2019 15:23:08,6235,14,questionnaire-wbpo,,2260225,BLIND,616289,Food,complete,,5c7d40a53bc6a50001923f10,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713033543,04/03/2019 15:23:53,1551712991896,0,04/03/2019 15:23:11,6235,14,questionnaire-wbpo,,2260225,BLIND,616289,Food,complete,,5c7d40a53bc6a50001923f10,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,3778
1,1551713250392,04/03/2019 15:27:30,1551713249909,0,04/03/2019 15:27:29,6235,14,questionnaire-wbpo,,2260256,BLIND,616297,Food,complete,,5c7d41275d8dc3001769624a,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1536x864,1536x760,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713255620,04/03/2019 15:27:35,1551713255212,0,04/03/2019 15:27:35,6235,14,questionnaire-wbpo,,2260256,BLIND,616297,Food,complete,,5c7d41275d8dc3001769624a,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1536x864,1536x760,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,5303
1,1551713258401,04/03/2019 15:27:38,1551713258314,0,04/03/2019 15:27:38,6235,14,questionnaire-wbpo,,2260259,BLIND,616306,Food,complete,,5c7d41c406b11700170dc230,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1680x1050,1680x907,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713264892,04/03/2019 15:27:44,1551713264844,0,04/03/2019 15:27:44,6235,14,questionnaire-wbpo,,2260259,BLIND,616306,Food,complete,,5c7d41c406b11700170dc230,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1680x1050,1680x907,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,6530
1,1551713344201,04/03/2019 15:29:04,1551713344035,-5,04/03/2019 10:29:04,6235,14,questionnaire-wbpo,,2260283,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713388055,04/03/2019 15:29:48,1551713387969,-5,04/03/2019 10:29:47,6235,14,questionnaire-wbpo,,2260283,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,43934
1,1551713358248,04/03/2019 15:29:18,1551713358131,-5,04/03/2019 10:29:18,6235,14,questionnaire-wbpo,,2260287,BLIND,616315,Food,complete,,5c7d4208665aaa0010309bc4,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.109,1440x900,1440x726,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713391310,04/03/2019 15:29:51,1551713391250,-5,04/03/2019 10:29:51,6235,14,questionnaire-wbpo,,2260287,BLIND,616315,Food,complete,,5c7d4208665aaa0010309bc4,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.109,1440x900,1440x726,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,33119
1,1551713394467,04/03/2019 15:29:54,1551713394375,0,04/03/2019 15:29:54,6235,14,questionnaire-wbpo,,2260311,BLIND,616305,Food,complete,,5c7d41b647f72600160a9d23,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1680x1050,1676x896,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713432244,04/03/2019 15:30:32,1551713432154,0,04/03/2019 15:30:32,6235,14,questionnaire-wbpo,,2260311,BLIND,616305,Food,complete,,5c7d41b647f72600160a9d23,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1680x1050,1676x896,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,37779
1,1551713488138,04/03/2019 15:31:28,1551713487437,0,04/03/2019 15:31:27,6235,14,questionnaire-wbpo,,2260324,BLIND,616308,Food,complete,,5c7d41d55af8740014022830,computer,Desktop or Laptop,Windows 10,IE 11.0,933x583,1304x760,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713496203,04/03/2019 15:31:36,1551713495987,0,04/03/2019 15:31:35,6235,14,questionnaire-wbpo,,2260324,BLIND,616308,Food,complete,,5c7d41d55af8740014022830,computer,Desktop or Laptop,Windows 10,IE 11.0,933x583,1304x760,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,8549
1,1551713493714,04/03/2019 15:31:33,1551713495024,-5,04/03/2019 10:31:35,6235,14,questionnaire-wbpo,,2260326,BLIND,616273,Food,complete,,5c7d3fe9d5dd7600156c16bb,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1366x768,1366x625,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713527581,04/03/2019 15:32:07,1551713528940,-5,04/03/2019 10:32:08,6235,14,questionnaire-wbpo,,2260326,BLIND,616273,Food,complete,,5c7d3fe9d5dd7600156c16bb,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1366x768,1366x625,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,33917
1,1551713504820,04/03/2019 15:31:44,1551713507537,0,04/03/2019 15:31:47,6235,14,questionnaire-wbpo,,2260331,BLIND,616310,Food,complete,,5c7d40bb7fd8050001c4081a,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1366x768,1366x654,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713571125,04/03/2019 15:32:51,1551713573861,0,04/03/2019 15:32:53,6235,14,questionnaire-wbpo,,2260331,BLIND,616310,Food,complete,,5c7d40bb7fd8050001c4081a,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1366x768,1366x654,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,66325
1,1551713517612,04/03/2019 15:31:57,1551713516591,0,04/03/2019 15:31:56,6235,14,questionnaire-wbpo,,2260335,BLIND,616311,Food,complete,,5c7d41ef8ca9000001b53252,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x635,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713547088,04/03/2019 15:32:27,1551713545992,0,04/03/2019 15:32:25,6235,14,questionnaire-wbpo,,2260335,BLIND,616311,Food,complete,,5c7d41ef8ca9000001b53252,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x635,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,29402
1,1551713564788,04/03/2019 15:32:44,1551713562804,0,04/03/2019 15:32:42,6235,14,questionnaire-wbpo,,2260345,BLIND,616328,Food,complete,,5c7d42a47fd8050001c40825,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1080,1324x967,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713602013,04/03/2019 15:33:22,1551713599958,0,04/03/2019 15:33:19,6235,14,questionnaire-wbpo,,2260345,BLIND,616328,Food,complete,,5c7d42a47fd8050001c40825,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1080,1324x967,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,37154
1,1551713630156,04/03/2019 15:33:50,1551713630150,0,04/03/2019 15:33:50,6235,14,questionnaire-wbpo,,2260369,BLIND,616337,Food,complete,,5c7d43273c7f160015678b13,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1712x832,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713659277,04/03/2019 15:34:19,1551713659377,0,04/03/2019 15:34:19,6235,14,questionnaire-wbpo,,2260369,BLIND,616337,Food,complete,,5c7d43273c7f160015678b13,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1712x832,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,29227
1,1551713652071,04/03/2019 15:34:12,1551713652778,1,04/03/2019 16:34:12,6235,14,questionnaire-wbpo,,2260375,BLIND,616295,Food,complete,,5c7d41100e1c350015ad42ba,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1920x1080,1920x1079,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713758546,04/03/2019 15:35:58,1551713759249,1,04/03/2019 16:35:59,6235,14,questionnaire-wbpo,,2260375,BLIND,616295,Food,complete,,5c7d41100e1c350015ad42ba,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1920x1080,1920x1079,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,106472
1,1551713667135,04/03/2019 15:34:27,1551713667493,-6,04/03/2019 09:34:27,6235,14,questionnaire-wbpo,,2260381,BLIND,616333,Food,complete,,5c7d426d2ceba0001668c002,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1536x864,1536x750,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713709355,04/03/2019 15:35:09,1551713709823,-6,04/03/2019 09:35:09,6235,14,questionnaire-wbpo,,2260381,BLIND,616333,Food,complete,,5c7d426d2ceba0001668c002,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1536x864,1536x750,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,42330
1,1551713763577,04/03/2019 15:36:03,1551713761991,0,04/03/2019 15:36:01,6235,14,questionnaire-wbpo,,2260411,BLIND,616331,Food,complete,,5c7d42b19dd0fe0001da0e2f,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1366x768,1366x663,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713796843,04/03/2019 15:36:36,1551713795266,0,04/03/2019 15:36:35,6235,14,questionnaire-wbpo,,2260411,BLIND,616331,Food,complete,,5c7d42b19dd0fe0001da0e2f,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.119,1366x768,1366x663,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,33275
1,1551713782602,04/03/2019 15:36:22,1551713781257,0,04/03/2019 15:36:21,6235,14,questionnaire-wbpo,,2260416,BLIND,616346,Food,complete,,5c7d43d498566f00168ef543,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1536x864,1535x742,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713841670,04/03/2019 15:37:21,1551713840345,0,04/03/2019 15:37:20,6235,14,questionnaire-wbpo,,2260416,BLIND,616346,Food,complete,,5c7d43d498566f00168ef543,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1536x864,1535x742,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,59088
1,1551713854625,04/03/2019 15:37:34,1551713855203,0,04/03/2019 15:37:35,6235,14,questionnaire-wbpo,,2260434,BLIND,616339,Food,complete,,5c7d43285dcdda001627b7df,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x625,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713891206,04/03/2019 15:38:11,1551713891822,0,04/03/2019 15:38:11,6235,14,questionnaire-wbpo,,2260434,BLIND,616339,Food,complete,,5c7d43285dcdda001627b7df,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x625,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,36620
1,1551713901843,04/03/2019 15:38:21,1551713902944,-5,04/03/2019 10:38:22,6235,14,questionnaire-wbpo,,2260449,BLIND,616322,Food,complete,,5c7d428598566f00168ef541,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713903903,04/03/2019 15:38:23,1551713905122,-5,04/03/2019 10:38:25,6235,14,questionnaire-wbpo,,2260449,BLIND,616322,Food,complete,,5c7d428598566f00168ef541,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,2178
1,1551713911028,04/03/2019 15:38:31,1551713911320,1,04/03/2019 16:38:31,6235,14,questionnaire-wbpo,,2260453,BLIND,616354,Food,complete,,5c7d44063a540a00161d2ad9,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x625,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713942172,04/03/2019 15:39:02,1551713942551,1,04/03/2019 16:39:02,6235,14,questionnaire-wbpo,,2260453,BLIND,616354,Food,complete,,5c7d44063a540a00161d2ad9,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x625,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,31231
1,1551713949830,04/03/2019 15:39:09,1551713949709,0,04/03/2019 15:39:09,6235,14,questionnaire-wbpo,,2260470,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551713984659,04/03/2019 15:39:44,1551713984532,0,04/03/2019 15:39:44,6235,14,questionnaire-wbpo,,2260470,BLIND,616357,Food,complete,,5c7d442d998fb70001efd824,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,2560x1440,2560x1307,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,34823
1,1551714000659,04/03/2019 15:40:00,1551714000456,0,04/03/2019 15:40:00,6235,14,questionnaire-wbpo,,2260492,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551714024058,04/03/2019 15:40:24,1551714023910,0,04/03/2019 15:40:23,6235,14,questionnaire-wbpo,,2260492,BLIND,616358,Food,complete,,5c7d442e419b560017021a43,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,23455
1,1551714041298,04/03/2019 15:40:41,1551714041189,-5,04/03/2019 10:40:41,6235,14,questionnaire-wbpo,,2260509,BLIND,616307,Food,complete,,5c7d415b4da3e60012b6639f,computer,Desktop or Laptop,Mac OS 10.14.1,Chrome 72.0.3626.119,1280x800,1280x578,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551714043174,04/03/2019 15:40:43,1551714043099,-5,04/03/2019 10:40:43,6235,14,questionnaire-wbpo,,2260509,BLIND,616307,Food,complete,,5c7d415b4da3e60012b6639f,computer,Desktop or Laptop,Mac OS 10.14.1,Chrome 72.0.3626.119,1280x800,1280x578,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,1911
1,1551714054770,04/03/2019 15:40:54,1551714053909,0,04/03/2019 15:40:53,6235,14,questionnaire-wbpo,,2260515,BLIND,616353,Food,complete,,5c7d44025d8dc300016955f8,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x609,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551714056680,04/03/2019 15:40:56,1551714056004,0,04/03/2019 15:40:56,6235,14,questionnaire-wbpo,,2260515,BLIND,616353,Food,complete,,5c7d44025d8dc300016955f8,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x609,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,2095
1,1551714068471,04/03/2019 15:41:08,1551714070520,-7,04/03/2019 08:41:10,6235,14,questionnaire-wbpo,,2260521,BLIND,616356,Food,complete,,5c7d441ef76eef00010193e0,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1920x1080,1920x938,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551714101633,04/03/2019 15:41:41,1551714103748,-7,04/03/2019 08:41:43,6235,14,questionnaire-wbpo,,2260521,BLIND,616356,Food,complete,,5c7d441ef76eef00010193e0,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1920x1080,1920x938,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,33228
1,1551714167527,04/03/2019 15:42:47,1551714167010,0,04/03/2019 15:42:47,6235,14,questionnaire-wbpo,,2260545,BLIND,616379,Food,complete,,5c7d45046476be0001280bcf,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x635,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551714227449,04/03/2019 15:43:47,1551714226878,0,04/03/2019 15:43:46,6235,14,questionnaire-wbpo,,2260545,BLIND,616379,Food,complete,,5c7d45046476be0001280bcf,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x635,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,59868
1,1551714196826,04/03/2019 15:43:16,1551714194685,2,04/03/2019 17:43:14,6235,14,questionnaire-wbpo,,2260553,BLIND,616394,Food,complete,,5c7d45674660bf0012c72f95,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1920x1200,1920x1064,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,BEGIN QUESTIONNAIRE,
2,1551714204689,04/03/2019 15:43:24,1551714202781,2,04/03/2019 17:43:22,6235,14,questionnaire-wbpo,,2260553,BLIND,616394,Food,complete,,5c7d45674660bf0012c72f95,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1920x1200,1920x1064,Finished phase 1,Food sequence instructions,3,,,,Finished phase 1,,,Include,,END QUESTIONNAIRE,8096
