Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Question Key,Response
5,1551369785951,28/02/2019 16:03:05,1551369785523,0,28/02/2019 16:03:05,6235,13,questionnaire-72zo,,2240750,BLIND,610458,Faces,complete,,5c7805b86c42650001af2997,computer,Desktop or Laptop,Windows 10,IE 11.0,1280x720,1280x607,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-1-quantised,1
6,1551369785951,28/02/2019 16:03:05,1551369785523,0,28/02/2019 16:03:05,6235,13,questionnaire-72zo,,2240750,BLIND,610458,Faces,complete,,5c7805b86c42650001af2997,computer,Desktop or Laptop,Windows 10,IE 11.0,1280x720,1280x607,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-3,Yes
7,1551369785951,28/02/2019 16:03:05,1551369785523,0,28/02/2019 16:03:05,6235,13,questionnaire-72zo,,2240750,BLIND,610458,Faces,complete,,5c7805b86c42650001af2997,computer,Desktop or Laptop,Windows 10,IE 11.0,1280x720,1280x607,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,END QUESTIONNAIRE,28513
8,1551369785951,28/02/2019 16:03:05,1551369785523,0,28/02/2019 16:03:05,6235,13,questionnaire-72zo,,2240750,BLIND,610458,Faces,complete,,5c7805b86c42650001af2997,computer,Desktop or Laptop,Windows 10,IE 11.0,1280x720,1280x607,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-4,Yes
9,1551369785951,28/02/2019 16:03:05,1551369785523,0,28/02/2019 16:03:05,6235,13,questionnaire-72zo,,2240750,BLIND,610458,Faces,complete,,5c7805b86c42650001af2997,computer,Desktop or Laptop,Windows 10,IE 11.0,1280x720,1280x607,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-4-quantised,1
10,1551369785951,28/02/2019 16:03:05,1551369785523,0,28/02/2019 16:03:05,6235,13,questionnaire-72zo,,2240750,BLIND,610458,Faces,complete,,5c7805b86c42650001af2997,computer,Desktop or Laptop,Windows 10,IE 11.0,1280x720,1280x607,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-5,Yes
11,1551369785951,28/02/2019 16:03:05,1551369785523,0,28/02/2019 16:03:05,6235,13,questionnaire-72zo,,2240750,BLIND,610458,Faces,complete,,5c7805b86c42650001af2997,computer,Desktop or Laptop,Windows 10,IE 11.0,1280x720,1280x607,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-5-quantised,1
12,1551369785951,28/02/2019 16:03:05,1551369785523,0,28/02/2019 16:03:05,6235,13,questionnaire-72zo,,2240750,BLIND,610458,Faces,complete,,5c7805b86c42650001af2997,computer,Desktop or Laptop,Windows 10,IE 11.0,1280x720,1280x607,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-3-quantised,1
1,1551369811004,28/02/2019 16:03:31,1551369810507,0,28/02/2019 16:03:30,6235,13,questionnaire-72zo,,2240810,BLIND,610470,Faces,complete,,5c78062f419b560017020a14,computer,Desktop or Laptop,Linux x86_64,Chrome 71.0.3578.98,1366x768,1366x641,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,BEGIN QUESTIONNAIRE,
2,1551369856051,28/02/2019 16:04:16,1551369855161,0,28/02/2019 16:04:15,6235,13,questionnaire-72zo,,2240810,BLIND,610470,Faces,complete,,5c78062f419b560017020a14,computer,Desktop or Laptop,Linux x86_64,Chrome 71.0.3578.98,1366x768,1351x641,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-6,Yes
3,1551369856913,28/02/2019 16:04:16,1551369855164,0,28/02/2019 16:04:15,6235,13,questionnaire-72zo,,2240810,BLIND,610470,Faces,complete,,5c78062f419b560017020a14,computer,Desktop or Laptop,Linux x86_64,Chrome 71.0.3578.98,1366x768,1351x641,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-6-quantised,1
4,1551369856913,28/02/2019 16:04:16,1551369855164,0,28/02/2019 16:04:15,6235,13,questionnaire-72zo,,2240810,BLIND,610470,Faces,complete,,5c78062f419b560017020a14,computer,Desktop or Laptop,Linux x86_64,Chrome 71.0.3578.98,1366x768,1351x641,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-1,Yes
5,1551369856913,28/02/2019 16:04:16,1551369855165,0,28/02/2019 16:04:15,6235,13,questionnaire-72zo,,2240810,BLIND,610470,Faces,complete,,5c78062f419b560017020a14,computer,Desktop or Laptop,Linux x86_64,Chrome 71.0.3578.98,1366x768,1351x641,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-1-quantised,1
6,1551369856913,28/02/2019 16:04:16,1551369855165,0,28/02/2019 16:04:15,6235,13,questionnaire-72zo,,2240810,BLIND,610470,Faces,complete,,5c78062f419b560017020a14,computer,Desktop or Laptop,Linux x86_64,Chrome 71.0.3578.98,1366x768,1351x641,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-3,Yes
7,1551369856913,28/02/2019 16:04:16,1551369855165,0,28/02/2019 16:04:15,6235,13,questionnaire-72zo,,2240810,BLIND,610470,Faces,complete,,5c78062f419b560017020a14,computer,Desktop or Laptop,Linux x86_64,Chrome 71.0.3578.98,1366x768,1351x641,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-3-quantised,1
8,1551369856913,28/02/2019 16:04:16,1551369855165,0,28/02/2019 16:04:15,6235,13,questionnaire-72zo,,2240810,BLIND,610470,Faces,complete,,5c78062f419b560017020a14,computer,Desktop or Laptop,Linux x86_64,Chrome 71.0.3578.98,1366x768,1351x641,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-4,Yes
9,1551369856913,28/02/2019 16:04:16,1551369855166,0,28/02/2019 16:04:15,6235,13,questionnaire-72zo,,2240810,BLIND,610470,Faces,complete,,5c78062f419b560017020a14,computer,Desktop or Laptop,Linux x86_64,Chrome 71.0.3578.98,1366x768,1351x641,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-4-quantised,1
10,1551369856913,28/02/2019 16:04:16,1551369855166,0,28/02/2019 16:04:15,6235,13,questionnaire-72zo,,2240810,BLIND,610470,Faces,complete,,5c78062f419b560017020a14,computer,Desktop or Laptop,Linux x86_64,Chrome 71.0.3578.98,1366x768,1351x641,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-5,Yes
11,1551369856913,28/02/2019 16:04:16,1551369855166,0,28/02/2019 16:04:15,6235,13,questionnaire-72zo,,2240810,BLIND,610470,Faces,complete,,5c78062f419b560017020a14,computer,Desktop or Laptop,Linux x86_64,Chrome 71.0.3578.98,1366x768,1351x641,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-5-quantised,1
12,1551369856913,28/02/2019 16:04:16,1551369855166,0,28/02/2019 16:04:15,6235,13,questionnaire-72zo,,2240810,BLIND,610470,Faces,complete,,5c78062f419b560017020a14,computer,Desktop or Laptop,Linux x86_64,Chrome 71.0.3578.98,1366x768,1351x641,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,END QUESTIONNAIRE,44659
1,1551369883754,28/02/2019 16:04:43,1551369883093,-5,28/02/2019 11:04:43,6235,13,questionnaire-72zo,,2240883,BLIND,610483,Faces,complete,,5c780682f4a2010001fc7771,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.119,1600x900,1600x757,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,BEGIN QUESTIONNAIRE,
2,1551369919285,28/02/2019 16:05:19,1551369919124,-5,28/02/2019 11:05:19,6235,13,questionnaire-72zo,,2240883,BLIND,610483,Faces,complete,,5c780682f4a2010001fc7771,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.119,1600x900,1600x757,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-6,Yes
3,1551369919569,28/02/2019 16:05:19,1551369919125,-5,28/02/2019 11:05:19,6235,13,questionnaire-72zo,,2240883,BLIND,610483,Faces,complete,,5c780682f4a2010001fc7771,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.119,1600x900,1600x757,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-6-quantised,1
4,1551369919569,28/02/2019 16:05:19,1551369919125,-5,28/02/2019 11:05:19,6235,13,questionnaire-72zo,,2240883,BLIND,610483,Faces,complete,,5c780682f4a2010001fc7771,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.119,1600x900,1600x757,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-1,Yes
5,1551369919569,28/02/2019 16:05:19,1551369919125,-5,28/02/2019 11:05:19,6235,13,questionnaire-72zo,,2240883,BLIND,610483,Faces,complete,,5c780682f4a2010001fc7771,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.119,1600x900,1600x757,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-1-quantised,1
6,1551369919569,28/02/2019 16:05:19,1551369919126,-5,28/02/2019 11:05:19,6235,13,questionnaire-72zo,,2240883,BLIND,610483,Faces,complete,,5c780682f4a2010001fc7771,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.119,1600x900,1600x757,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-3,Yes
7,1551369919569,28/02/2019 16:05:19,1551369919127,-5,28/02/2019 11:05:19,6235,13,questionnaire-72zo,,2240883,BLIND,610483,Faces,complete,,5c780682f4a2010001fc7771,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.119,1600x900,1600x757,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-3-quantised,1
8,1551369919569,28/02/2019 16:05:19,1551369919127,-5,28/02/2019 11:05:19,6235,13,questionnaire-72zo,,2240883,BLIND,610483,Faces,complete,,5c780682f4a2010001fc7771,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.119,1600x900,1600x757,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-4,Yes
9,1551369919569,28/02/2019 16:05:19,1551369919127,-5,28/02/2019 11:05:19,6235,13,questionnaire-72zo,,2240883,BLIND,610483,Faces,complete,,5c780682f4a2010001fc7771,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.119,1600x900,1600x757,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-4-quantised,1
10,1551369919569,28/02/2019 16:05:19,1551369919127,-5,28/02/2019 11:05:19,6235,13,questionnaire-72zo,,2240883,BLIND,610483,Faces,complete,,5c780682f4a2010001fc7771,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.119,1600x900,1600x757,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-5,Yes
11,1551369919569,28/02/2019 16:05:19,1551369919127,-5,28/02/2019 11:05:19,6235,13,questionnaire-72zo,,2240883,BLIND,610483,Faces,complete,,5c780682f4a2010001fc7771,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.119,1600x900,1600x757,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-5-quantised,1
12,1551369919569,28/02/2019 16:05:19,1551369919128,-5,28/02/2019 11:05:19,6235,13,questionnaire-72zo,,2240883,BLIND,610483,Faces,complete,,5c780682f4a2010001fc7771,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.119,1600x900,1600x757,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,END QUESTIONNAIRE,36036
1,1551369968941,28/02/2019 16:06:08,1551369968609,0,28/02/2019 16:06:08,6235,13,questionnaire-72zo,,2240978,BLIND,610506,Faces,complete,,5c7806d347f72600150a8578,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.119,1920x1080,1408x946,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,BEGIN QUESTIONNAIRE,
2,1551370016726,28/02/2019 16:06:56,1551370016625,0,28/02/2019 16:06:56,6235,13,questionnaire-72zo,,2240978,BLIND,610506,Faces,complete,,5c7806d347f72600150a8578,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.119,1920x1080,1408x946,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-6,Yes
3,1551370016991,28/02/2019 16:06:56,1551370016633,0,28/02/2019 16:06:56,6235,13,questionnaire-72zo,,2240978,BLIND,610506,Faces,complete,,5c7806d347f72600150a8578,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.119,1920x1080,1408x946,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-6-quantised,1
4,1551370016991,28/02/2019 16:06:56,1551370016634,0,28/02/2019 16:06:56,6235,13,questionnaire-72zo,,2240978,BLIND,610506,Faces,complete,,5c7806d347f72600150a8578,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.119,1920x1080,1408x946,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-1,Yes
5,1551370016991,28/02/2019 16:06:56,1551370016634,0,28/02/2019 16:06:56,6235,13,questionnaire-72zo,,2240978,BLIND,610506,Faces,complete,,5c7806d347f72600150a8578,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.119,1920x1080,1408x946,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-1-quantised,1
6,1551370016991,28/02/2019 16:06:56,1551370016634,0,28/02/2019 16:06:56,6235,13,questionnaire-72zo,,2240978,BLIND,610506,Faces,complete,,5c7806d347f72600150a8578,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.119,1920x1080,1408x946,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-3,Yes
7,1551370016991,28/02/2019 16:06:56,1551370016634,0,28/02/2019 16:06:56,6235,13,questionnaire-72zo,,2240978,BLIND,610506,Faces,complete,,5c7806d347f72600150a8578,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.119,1920x1080,1408x946,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-3-quantised,1
8,1551370016991,28/02/2019 16:06:56,1551370016634,0,28/02/2019 16:06:56,6235,13,questionnaire-72zo,,2240978,BLIND,610506,Faces,complete,,5c7806d347f72600150a8578,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.119,1920x1080,1408x946,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-4,Yes
9,1551370016991,28/02/2019 16:06:56,1551370016634,0,28/02/2019 16:06:56,6235,13,questionnaire-72zo,,2240978,BLIND,610506,Faces,complete,,5c7806d347f72600150a8578,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.119,1920x1080,1408x946,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-4-quantised,1
10,1551370016991,28/02/2019 16:06:56,1551370016634,0,28/02/2019 16:06:56,6235,13,questionnaire-72zo,,2240978,BLIND,610506,Faces,complete,,5c7806d347f72600150a8578,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.119,1920x1080,1408x946,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-5,Yes
11,1551370016991,28/02/2019 16:06:56,1551370016635,0,28/02/2019 16:06:56,6235,13,questionnaire-72zo,,2240978,BLIND,610506,Faces,complete,,5c7806d347f72600150a8578,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.119,1920x1080,1408x946,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,response-5-quantised,1
12,1551370016991,28/02/2019 16:06:56,1551370016635,0,28/02/2019 16:06:56,6235,13,questionnaire-72zo,,2240978,BLIND,610506,Faces,complete,,5c7806d347f72600150a8578,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.119,1920x1080,1408x946,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,END QUESTIONNAIRE,48026
1,1551370172893,28/02/2019 16:09:32,1551370173374,0,28/02/2019 16:09:33,6235,13,questionnaire-72zo,,2241147,BLIND,610534,Faces,complete,,5c7807ae3bc6a50015922ada,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Extended consent FACES,11,Male,Finished phase 1,,,,Include,,,BEGIN QUESTIONNAIRE,
